,name,github_id,labels,category,homepage,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,pypi_id,pypi_url,pypi_monthly_downloads,doc_url,trending,updated_github_id,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,home_page,docs_url,update_at,gitlab_id,gitlab_url
14,mjlab,mujocolab/mjlab,,ml,https://github.com/mujocolab/mjlab,https://github.com/mujocolab/mjlab,Apache-2,2025-06-10 02:34:09,2026-03-11 10:36:12,2026-03-11 04:42:42,884.0,408.0,248.0,21.0,508.0,10.0,199.0,1842.0,2026-03-06 22:22:37,1.2.0,,13609.0,5.0,"Isaac Lab API, powered by MuJoCo-Warp, for RL and robotics research.",,,36.0,28,True,1.0,mjlab,https://pypi.org/project/mjlab,13609.0,https://github.com/mujocolab/mjlab/blob/main/README.md,1.0,,,,,,,,,,
15,Bullet Physics SDK,bulletphysics/bullet3,[],physics,http://bulletphysics.org/,https://github.com/bulletphysics/bullet3,zlib,2011-04-12 18:45:08,2025-10-22 02:13:14,2025-10-22 02:13:14,9405.0,,2956.0,405.0,1939.0,257.0,1792.0,14292.0,2022-04-24 23:54:27,3.25,5580.0,45.0,11.0,"Bullet Physics SDK: real-time collision detection and multi-physics simulation for VR, games, visual effects,..",21.0,21.0,311.0,27,True,1.0,,,,,,,,,,,,,,,
16,NVIDIA Isaac Sim Isaac Lab,isaac-sim/IsaacLab,[],ml,https://isaac-sim.github.io/IsaacLab,https://github.com/isaac-sim/IsaacLab,BSD-3-Clause,2022-11-16 23:55:13,2026-03-11 08:14:49,2026-03-10 23:40:50,1559.0,85.0,3126.0,61.0,1748.0,351.0,1940.0,6553.0,2026-02-02 18:54:35,2.3.2,,,20.0,Unified framework for robot learning built on NVIDIA Isaac Sim.,,,200.0,27,True,2.0,,,,,,,,,,,,,,,
17,Webots,cyberbotics/webots,,robotics,https://www.cyberbotics.com/,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2026-03-10 23:19:49,2026-02-26 13:03:17,15739.0,9.0,1908.0,73.0,4688.0,239.0,1662.0,4183.0,2025-02-04 12:36:33,R2025a,1820202.0,20921.0,17.0,Webots Robot Simulator.,,,141.0,27,True,1.0,,,,,,,,,,,,,,,
18,Wren (Webots),cyberbotics/webots,[],render,https://cyberbotics.com/,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2026-03-10 23:19:49,2026-02-26 13:03:17,15739.0,9.0,1908.0,73.0,4688.0,239.0,1662.0,4183.0,2025-02-04 12:36:33,R2025a,1820203.0,20921.0,17.0,Webots Robot Simulator.,,,141.0,27,True,2.0,,,,,,,,,,,,,,,
19,Project CHRONO,projectchrono/chrono,,physics,https://projectchrono.org,https://github.com/projectchrono/chrono,BSD 3-Clause,2013-09-03 15:34:23,2026-03-11 09:00:07,2026-03-11 08:59:47,19114.0,373.0,551.0,113.0,326.0,30.0,330.0,2758.0,2025-06-28 16:26:10,8.1.0,9136.0,154.0,6.0,High-performance C++ library for multiphysics and multibody dynamics simulations.,,,140.0,27,True,1.0,,,,,,,,,,,,,,,
20,Habitat Sim,facebookresearch/habitat-sim,,ml,https://aihabitat.org/,https://github.com/facebookresearch/habitat-sim,MIT,2019-02-04 23:14:28,2026-02-24 01:27:10,2026-02-24 01:27:06,1662.0,23.0,505.0,79.0,1766.0,202.0,639.0,3558.0,2026-02-12 23:56:33,0.3.3,,,27.0,"A flexible, high-performance 3D simulator for Embodied AI research.",74.0,74.0,63.0,26,True,2.0,,,,,,,,,,,,,,,
21,BRAX,google/brax,,physics,https://github.com/google/brax,https://github.com/google/brax,Apache-2,2021-06-02 21:45:19,2026-03-09 19:53:09,2026-03-09 19:52:26,403.0,26.0,324.0,31.0,117.0,90.0,321.0,3089.0,2026-02-12 23:21:40,0.14.1,,,36.0,Massively parallel rigidbody physics simulation on accelerator hardware.,555.0,555.0,53.0,26,True,2.0,,,,,,,,,,,,,,,
22,Avian 3D,Jondolf/avian,,physics,https://crates.io/crates/avian3d,https://github.com/avianphysics/avian,Apache-2.0,2022-05-29 11:28:38,2026-03-04 01:30:22,2026-03-04 01:30:10,1130.0,19.0,218.0,15.0,536.0,152.0,222.0,2794.0,2026-01-17 01:08:11,0.5.0,,,16.0,ECS-driven 2D and 3D physics engine for the Bevy game engine.,362.0,362.0,76.0,26,True,2.0,,,,,,avianphysics/avian,,,,,,,,,
23,HighwayEnv,Farama-Foundation/HighwayEnv,,others,https://highway-env.farama.org/,https://github.com/Farama-Foundation/HighwayEnv,MIT,2017-11-15 15:38:46,2026-03-06 06:56:02,2026-03-06 06:56:02,1419.0,4.0,818.0,26.0,122.0,73.0,410.0,3195.0,2025-10-18 14:15:47,1.10.2,,5324.0,17.0,A minimalist environment for decision-making in autonomous driving.,,,48.0,25,True,1.0,highway-env,https://pypi.org/project/highway-env,5324.0,,,,,,,,,,,,
24,PyRender,mmatl/pyrender,,render,http://pyrender.readthedocs.io/,https://github.com/mmatl/pyrender,MIT,2019-01-20 00:11:18,2025-02-07 06:54:10,2022-04-30 19:40:43,255.0,,249.0,19.0,66.0,167.0,75.0,1460.0,,,,373849.0,,Easy-to-use glTF 2.0-compliant OpenGL renderer for visualization of 3D scenes.,3143.0,3143.0,23.0,25,True,3.0,pyrender,https://pypi.org/project/pyrender,373849.0,,,,,,,,,,,,
25,DART,dartsim/dart,[],physics,http://dartsim.github.io/,https://github.com/dartsim/dart,BSD-2-Clause,2011-09-19 21:53:51,2026-03-08 23:37:22,2026-03-08 23:37:19,6631.0,221.0,290.0,53.0,1769.0,,684.0,1059.0,2026-02-10 17:37:40,6.16.7,,,69.0,"C++20 physics engine for robotics and animation with collision, constraints, and Python bindings.",9.0,9.0,74.0,25,True,2.0,,,,,,,,,,,,,,,
26,ESMINI,esmini/esmini,,auto,https://github.com/esmini/esmini,https://github.com/esmini/esmini,MPL-2,2019-05-03 07:49:16,2026-03-11 09:31:27,2026-02-19 07:41:40,3730.0,67.0,247.0,28.0,160.0,199.0,422.0,899.0,2026-02-19 10:40:55,2.60.0,34259.0,634.0,100.0,a basic OpenSCENARIO player.,,,89.0,25,True,2.0,,,,,,,,,,,,,,,
27,Gymnasium Robotics,Farama-Foundation/Gymnasium-Robotics,,ml,https://robotics.farama.org/,https://github.com/Farama-Foundation/Gymnasium-Robotics,MIT,2021-10-25 18:10:57,2026-01-24 09:12:09,2026-01-24 09:10:47,462.0,3.0,129.0,14.0,214.0,17.0,66.0,866.0,2026-01-02 21:49:36,1.4.2,,47000.0,15.0,A collection of robotics simulation environments for reinforcement learning.,326.0,326.0,35.0,25,True,2.0,gymnasium-robotics,https://pypi.org/project/gymnasium-robotics,47000.0,,,,,,,,,,,,
28,Vulkan,KhronosGroup/Vulkan-Hpp,[],render,https://www.khronos.org/,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2026-03-11 08:43:19,2026-03-11 08:43:19,2431.0,87.0,349.0,109.0,1812.0,12.0,694.0,3646.0,2026-02-23 10:58:34,1.4.344,,,100.0,Open-Source Vulkan C++ API.,,,101.0,24,True,3.0,,,,,,,,,,,,,,,
29,OpenGL,KhronosGroup/Vulkan-Hpp,[],render,https://www.khronos.org/,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2026-03-11 08:43:19,2026-03-11 08:43:19,2431.0,87.0,349.0,109.0,1812.0,12.0,694.0,3646.0,2026-02-23 10:58:34,1.4.344,,,100.0,Open-Source Vulkan C++ API.,,,101.0,24,True,3.0,,,,,,,,,,,,,,,
30,JSBSim,JSBSim-Team/jsbsim,[],physics,https://github.com/JSBSim-Team/jsbsim,https://github.com/JSBSim-Team/jsbsim,LGPL-2.1,2017-12-17 20:18:32,2026-03-07 13:54:13,2026-03-07 13:54:13,6008.0,22.0,534.0,57.0,460.0,42.0,325.0,1937.0,2026-02-07 11:21:36,1.2.4,35014.0,493.0,21.0,An open source flight dynamics & control software library.,,,71.0,24,True,2.0,,,,,,,,,,,,,,,
31,AI2-thor,allenai/ai2thor,,ml,https://ai2thor.allenai.org/,https://github.com/allenai/ai2thor,Apache-2.0,2017-10-17 18:00:39,2025-11-04 06:09:29,2025-05-29 18:14:02,7768.0,,270.0,65.0,598.0,274.0,375.0,1678.0,2022-12-13 23:25:15,5.0.0,,,48.0,An open-source platform for Visual AI.,393.0,393.0,53.0,24,True,2.0,,,,,,,,,,,,,,,
32,IR-SIM,hanruihua/ir-sim,,flatsim,https://ir-sim.readthedocs.io/en,https://github.com/hanruihua/ir-sim,MIT,2022-05-30 03:51:40,2026-03-11 08:18:48,2026-03-11 08:18:40,1522.0,82.0,129.0,10.0,195.0,6.0,37.0,1029.0,2026-02-16 03:53:30,2.9.1,,1500.0,49.0,"A Python-based lightweight robot simulator designed for navigation, control, and learning.",14.0,14.0,13.0,24,True,1.0,ir-sim,https://pypi.org/project/ir-sim,1500.0,,,,,,,,,,,,
33,Metaworld,Farama-Foundation/Metaworld,,ml,https://metaworld.farama.org/,https://github.com/Farama-Foundation/Metaworld,MIT,2019-09-09 19:00:02,2026-01-20 16:15:11,2026-01-20 16:14:09,962.0,2.0,312.0,27.0,323.0,3.0,242.0,1760.0,2025-06-14 01:43:48,3.0.0,,16633.0,2.0,Collections of robotics environments geared towards benchmarking multi-task and meta reinforcement learning.,,,41.0,23,True,2.0,metaworld,https://pypi.org/project/metaworld,16633.0,,,,,,,,,,,,
34,MuJoCo Wrap,google-deepmind/mujoco_warp,[],physics,https://github.com/google-deepmind/mujoco_warp,https://github.com/google-deepmind/mujoco_warp,Apache-2.0,2025-03-17 22:35:01,2026-03-11 10:35:30,2026-03-11 10:35:30,1794.0,202.0,133.0,39.0,936.0,29.0,239.0,1095.0,2026-03-11 01:11:29,3.6.0,,,5.0,"GPU-optimized version of the MuJoCo physics simulator, designed for NVIDIA hardware.",,,36.0,23,True,2.0,,,,,1.0,,,,,,,,,,
35,Basilisk,AVSLab/basilisk,,space,https://github.com/AVSLab/basilisk,https://github.com/AVSLab/basilisk,ISC,2022-12-13 01:59:21,2026-03-11 02:35:33,2026-03-10 21:00:43,12733.0,339.0,101.0,9.0,580.0,88.0,382.0,296.0,2026-02-21 03:37:07,2.9.1,,,12.0,Astrodynamics simulation framework.,,,120.0,23,True,1.0,,,,,,,,,,,,,,,
36,Newton (Physics),newton-physics/newton,,robotics,https://newton-physics.github.io/newton/,https://github.com/newton-physics/newton,Apache-2.0,2025-04-22 04:12:07,2026-03-11 10:42:35,2026-03-11 10:13:10,1530.0,455.0,282.0,33.0,1118.0,141.0,745.0,2636.0,,,,,,"An open-source, GPU-accelerated physics simulation engine built upon NVIDIA Warp, specifically targeting roboticists..",,,48.0,22,True,2.0,,,,,,,,,,,,,,,
37,Gazebo,gazebosim/gz-sim,,robotics,https://gazebosim.org/home,https://github.com/gazebosim/gz-sim,Apache-2.0,2020-04-15 09:17:50,2026-03-09 18:26:07,2026-02-27 18:04:35,7418.0,26.0,376.0,20.0,2301.0,466.0,608.0,1240.0,2025-10-14 04:14:45,gz-sim10_10.0.0,,,7.0,Open source robotics simulator. The latest version of Gazebo.,,,169.0,22,True,2.0,,,,https://gazebosim.org/api/sim/9/,,,,,,,,,,,
38,jaxsim,ami-iit/jaxsim,,ml,https://jaxsim.readthedocs.io,https://github.com/gbionics/jaxsim,BSD-3-Clause,2022-01-31 16:44:28,2026-03-10 15:46:58,2026-03-03 12:57:54,2303.0,18.0,22.0,17.0,426.0,11.0,67.0,180.0,2025-12-10 17:02:35,0.8.2,,2715.0,13.0,A differentiable physics engine and multibody dynamics library for control and robot learning.,3.0,3.0,16.0,22,True,2.0,jaxsim,https://pypi.org/project/jaxsim,2106.0,,,gbionics/jaxsim,conda-forge/jaxsim,https://anaconda.org/conda-forge/jaxsim,2025-12-15 13:32:17.756,15227.0,,,,,
39,SVL Simulator,lgsvl/simulator,,auto,https://github.com/lgsvl/simulator,https://github.com/lgsvl/simulator,,2018-07-02 22:07:26,2023-04-04 21:17:55,2022-01-19 23:09:19,2067.0,,771.0,84.0,41.0,614.0,1490.0,2428.0,2021-10-04 19:40:16,2021.3,98168.0,1128.0,32.0,A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles.,,,46.0,21,False,3.0,,,,,,,,,,,,,,,
40,Gazebo Classic,gazebosim/gazebo-classic,,robotics,https://classic.gazebosim.org/,https://github.com/gazebosim/gazebo-classic,Apache-2,2020-04-19 04:26:21,2024-12-03 13:17:30,2024-12-03 13:13:52,32589.0,,506.0,31.0,337.0,1466.0,1588.0,1330.0,,,,,,"Gazebo classic. For the latest version, see https://github.com/gazebosim/gz-sim.",,,200.0,21,False,2.0,,,,,,,,,,,,,,,
41,IGibson,StanfordVL/iGibson,,ml,https://svl.stanford.edu/igibson/,https://github.com/StanfordVL/iGibson,MIT,2019-05-21 21:45:23,2024-06-26 19:22:02,2023-02-19 08:26:34,4079.0,,162.0,42.0,36.0,127.0,214.0,795.0,2023-02-19 08:29:49,2.2.2,325.0,4.0,16.0,A Simulation Environment to train Robots in Large Realistic Interactive Scenes.,14.0,14.0,34.0,21,True,2.0,,,,,,,,,,,,,,,
42,AWSim,tier4/AWSIM,,auto,https://github.com/tier4/AWSIM,https://github.com/tier4/AWSIM,apache-2,2022-10-14 00:48:24,2025-12-06 15:47:43,2025-12-06 15:47:08,1445.0,,108.0,62.0,340.0,20.0,105.0,685.0,2025-10-31 07:06:14,2.0.1,77329.0,1886.0,12.0,Open sourced digital twin simulator for Autoware.,,,33.0,21,True,3.0,,,,,1.0,,,,,,,,,,
43,Colosseum,CodexLabsLLC/Colosseum,,aerial,https://codexlabsllc.github.io/Colosseum/,https://github.com/CodexLabsLLC/Colosseum,MIT,2022-07-23 10:32:41,2025-12-08 14:09:28,2025-12-08 14:09:27,3717.0,,175.0,24.0,47.0,61.0,26.0,612.0,2025-08-08 18:22:02,2.3.0,19027.0,475.0,6.0,Open source simulator for autonomous robotics built on Unreal Engine with support for Unity.,,,255.0,21,True,1.0,,,,,,,,,,,,,,,
44,Simbody,simbody/simbody,[],physics,https://simtk.org/home/simbody,https://github.com/simbody/simbody,Apache-2.0,2013-08-16 00:21:53,2026-02-28 07:55:47,2026-02-28 00:15:52,5040.0,5.0,477.0,143.0,505.0,139.0,203.0,2499.0,2025-05-17 23:22:29,Simbody-3.8,,,11.0,High-performance C++ multibody dynamics/physics library for simulating articulated biomechanical and mechanical..,,,62.0,20,True,3.0,,,,,,,,,,,,,,,
45,Roboschool,openai/roboschool,,robotics,https://blog.openai.com/roboschool/,https://github.com/openai/roboschool,mit,2017-05-15 22:17:09,2023-04-02 11:37:04,2019-10-10 01:01:07,367.0,,480.0,271.0,32.0,75.0,109.0,2168.0,,,,,,"DEPRECATED: Open-source software for robot simulation, integrated with OpenAI Gym.",193.0,193.0,9.0,20,False,2.0,,,,,,,,,,,,,,,
46,Sapien,haosulab/SAPIEN,,ml,https://sapien.ucsd.edu/,https://github.com/haosulab/SAPIEN,,2020-03-16 01:11:40,2026-03-10 08:37:06,2026-03-10 01:38:02,1703.0,4.0,68.0,16.0,33.0,76.0,148.0,730.0,2026-03-10 03:28:32,3.0.3,509.0,23.0,2.0,SAPIEN Embodied AI Platform.,233.0,233.0,19.0,20,True,2.0,,,,,2.0,,,,,,,,,,
47,pyrobosim,sea-bass/pyrobosim,[],flatsim,https://pyrobosim.readthedocs.io/,https://github.com/sea-bass/pyrobosim,MIT,2022-01-17 13:04:18,2026-03-02 17:33:59,2026-03-02 17:33:57,550.0,14.0,68.0,15.0,304.0,6.0,120.0,375.0,2026-02-28 16:16:06,4.3.4,,510.0,17.0,ROS 2 enabled 2D mobile robot simulator for behavior prototyping.,7.0,7.0,20.0,20,True,2.0,pyrobosim,https://pypi.org/project/pyrobosim,510.0,,,,,,,,,,,,
48,Jiminy,duburcqa/jiminy,,ml,https://github.com/duburcqa/jiminy,https://github.com/duburcqa/jiminy,MIT,2019-10-04 08:33:59,2025-09-05 07:35:57,2025-05-01 09:16:25,638.0,,29.0,3.0,751.0,36.0,92.0,285.0,2025-02-09 14:27:31,1.8.12,,9817.0,100.0,Jiminy: a fast and portable Python/C++ simulator of poly-articulated robots with OpenAI Gym interface for..,10.0,10.0,9.0,20,True,2.0,jiminy-py,https://pypi.org/project/jiminy-py,9817.0,,,,,,,,,,,,
49,Self Driving Car,udacity/self-driving-car-sim,,auto,https://github.com/udacity/self-driving-car-sim,https://github.com/udacity/self-driving-car-sim,mit,2017-02-08 03:31:26,2022-02-24 12:49:52,2022-02-24 12:49:52,26.0,,1461.0,219.0,16.0,53.0,70.0,3980.0,2017-07-11 20:07:27,T3_v1.2,72188.0,681.0,11.0,A self-driving car simulator built with Unity.,,,8.0,19,False,3.0,,,,,,,,,,,,,,,
50,ManiSkill,haosulab/ManiSkill,,ml,https://maniskill.ai/,https://github.com/haosulab/ManiSkill,Apache-2.0,2022-08-02 04:56:58,2026-03-05 06:11:07,2026-03-05 06:11:07,612.0,5.0,419.0,18.0,580.0,123.0,647.0,2655.0,2025-12-05 09:27:11,3.0.0b22,,,36.0,"SAPIEN Manipulation Skill Framework, an open source GPU parallelized robotics simulator and benchmark, led by Hillbot,..",,,65.0,19,True,2.0,,,,,,,,,,,,,,,
51,MuJoCo playground,google-deepmind/mujoco_playground/,,ml,https://playground.mujoco.org/,https://github.com/google-deepmind/mujoco_playground,Apache-2.0,2024-12-03 22:39:09,2026-03-09 21:54:17,2026-03-09 21:53:23,189.0,37.0,274.0,19.0,78.0,53.0,107.0,1789.0,2026-01-08 22:18:01,0.1.0,,,5.0,An open-source library for GPU-accelerated robot learning and sim-to-real transfer.,,,,19,True,2.0,,,,,,,,,,,,,,,
52,LocoMuJoCo,robfiras/loco-mujoco,,ml,https://loco-mujoco.readthedocs.io/,https://github.com/robfiras/loco-mujoco,MIT,2023-06-22 17:23:08,2026-03-10 19:58:26,2026-03-10 19:45:45,723.0,25.0,137.0,15.0,20.0,32.0,37.0,1346.0,2026-03-10 19:58:26,1.1.0,,,7.0,Imitation learning benchmark focusing on complex locomotion tasks using MuJoCo.,8.0,8.0,14.0,19,True,2.0,,,,,2.0,,,,,,,,,,
53,Astrobee,NASA/astrobee,,space,https://github.com/nasa/astrobee,https://github.com/nasa/astrobee,Apache-2.0,2017-08-29 23:16:13,2025-12-02 17:42:45,2025-12-02 17:42:45,553.0,,350.0,61.0,621.0,14.0,194.0,1258.0,2024-07-19 22:29:17,0.19.1,,,23.0,NASA Astrobee Robot Software.,,,22.0,19,True,2.0,,,,,,,,,,,,,,,
54,MetaDrive,metadriverse/metadrive/,,ml,https://metadriverse.github.io/metadrive-simulator/,https://github.com/metadriverse/metadrive,Apache-2.0,2021-08-28 08:42:42,2025-08-15 18:57:56,2025-05-12 06:21:55,822.0,,168.0,18.0,440.0,98.0,314.0,1119.0,2024-12-06 17:31:09,MetaDrive-0.4.3,80281.0,1486.0,12.0,MetaDrive: Lightweight driving simulator for everyone.,,,,19,True,2.0,,,,,,,,,,,,,,,
55,Virtual RobotX,osrf/vrx,,maritime,https://github.com/osrf/vrx,https://github.com/osrf/vrx,Apache-2.0,2020-05-04 20:29:12,2026-01-26 17:02:00,2026-01-26 17:02:00,2465.0,1.0,255.0,15.0,304.0,32.0,537.0,640.0,2025-11-26 14:36:35,3.1.0,,,19.0,Virtual RobotX (VRX) resources.,,,38.0,19,True,1.0,,,,,,,,,,,,,,,
56,PyFlyt,jjshoots/PyFlyt,,aerial,https://github.com/jjshoots/PyFlyt,https://github.com/jjshoots/PyFlyt,MIT,2022-05-27 15:44:46,2025-06-17 11:55:49,2025-06-17 11:55:49,1081.0,,41.0,4.0,36.0,14.0,47.0,218.0,2025-03-01 13:09:21,0.29.0,,1383.0,34.0,UAV Flight Simulator for Reinforcement Learning Research.,38.0,38.0,11.0,19,True,1.0,pyflyt,https://pypi.org/project/pyflyt,1383.0,,,,,,,,https://taijunjet.com/PyFlyt/index.html,,,,
57,RoboVerse,RoboVerseOrg/RoboVerse,,ml,https://roboverseorg.github.io/,https://github.com/RoboVerseOrg/RoboVerse,Apache-2.0,2025-04-04 03:00:06,2026-03-09 17:10:06,2026-01-31 15:51:09,1038.0,53.0,153.0,16.0,564.0,54.0,118.0,1680.0,,,5.0,0.0,2.0,"RoboVerse: Towards a Unified Platform, Dataset and Benchmark for Scalable and Generalizable Robot Learning.",,,47.0,18,True,3.0,,,,,,,,,,,,,,,
