,name,github_id,category,homepage,pypi_id,dependent_project_count,github_dependent_project_count,contributor_count,github_url,license,created_at,updated_at,projectrank,fork_count,open_issue_count,star_count,description,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,show,projectrank_placing,doc_url,labels,trending,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,home_page,docs_url,update_at,last_commit_pushed_at,commit_count,closed_issue_count,gitlab_id,gitlab_url
30,NVIDIA Isaac Sim Isaac Lab,isaac-sim/IsaacLab,ml,https://isaac-sim.github.io/IsaacLab,,,,242.0,https://github.com/isaac-sim/IsaacLab,BSD-3-Clause,2022-11-16 23:55:13,2024-10-17 23:34:46,13,824.0,211.0,2046.0,Unified framework for robot learning built on NVIDIA Isaac Sim.,,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
31,MuJoCo Wrap,google-deepmind/mujoco_warp,physics,https://github.com/google-deepmind/mujoco_warp,,,,55.0,https://github.com/google-deepmind/mujoco_warp,Apache-2.0,2026-01-08 18:09:01.073000,2026-08-20 11:57:52,13,197.0,50.0,1404.0,"GPU-optimized version of the MuJoCo physics simulator, designed for NVIDIA hardware.",,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
32,Gazebo Classic,gazebosim/gazebo-classic,robotics,https://classic.gazebosim.org/,,,,202.0,https://github.com/gazebosim/gazebo-classic,Apache-2,2020-04-19 04:26:21,2024-12-03 13:17:30,13,498.0,1477.0,1239.0,"Gazebo classic. For the latest version, see https://github.com/gazebosim/gz-sim.",,,,,,,,,False,1.0,,,,,,,,,,,,,,,
33,IGibson,StanfordVL/iGibson,ml,https://svl.stanford.edu/igibson/,,14.0,14.0,34.0,https://github.com/StanfordVL/iGibson,MIT,2019-05-21 21:45:23,2024-06-26 19:22:02,13,169.0,138.0,758.0,A Simulation Environment to train Robots in Large Realistic Interactive Scenes.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
34,PhysX 5,NVIDIA-Omniverse/PhysX,physics,https://nvidia-omniverse.github.io/PhysX/,,,,11.0,https://github.com/NVIDIA-Omniverse/PhysX,BSD-3-Clause,2022-10-04 09:07:32,2026-08-07 09:37:38,12,652.0,73.0,4740.0,NVIDIA PhysX SDK.,,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
35,Self Driving Car,udacity/self-driving-car-sim,auto,https://github.com/udacity/self-driving-car-sim,,,,8.0,https://github.com/udacity/self-driving-car-sim,mit,2017-02-08 03:31:26,2022-02-24 12:49:52,12,1499.0,56.0,3980.0,A self-driving car simulator built with Unity.,,,,,,,,,False,2.0,,,,,,,,,,,,,,,
36,Webots,cyberbotics/webots,robotics,https://www.cyberbotics.com/,,,,4.0,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2025-11-05 23:17:16,12,1913.0,243.0,3869.0,Webots Robot Simulator.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
37,Wren (Webots),cyberbotics/webots,render,https://cyberbotics.com/,,,,4.0,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2025-11-05 23:17:16,12,1913.0,243.0,3869.0,Webots Robot Simulator.,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
38,Vulkan,KhronosGroup/Vulkan-Hpp,render,https://www.khronos.org/,,,,107.0,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2026-03-19 10:57:38,12,352.0,17.0,3654.0,Open-Source Vulkan C++ API.,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
39,OpenGL,KhronosGroup/Vulkan-Hpp,render,https://www.khronos.org/,,,,107.0,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2026-03-19 10:57:38,12,352.0,17.0,3654.0,Open-Source Vulkan C++ API.,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
40,Newton (Physics),newton-physics/newton,robotics,https://newton-physics.github.io/newton/,,,,102.0,https://github.com/newton-physics/newton,Apache-2.0,2025-08-01 17:41:29.032000,2026-02-26 21:22:36,12,274.0,162.0,2565.0,"An open-source, GPU-accelerated physics simulation engine built upon NVIDIA Warp, specifically targeting roboticists..",,,,,,,,,True,2.0,,,,,,,,,,,,,,,
41,Simbody,simbody/simbody,physics,https://simtk.org/home/simbody,,,,64.0,https://github.com/simbody/simbody,Apache-2.0,2013-08-16 00:21:53,2026-03-19 16:10:54,12,492.0,160.0,2504.0,High-performance C++ multibody dynamics/physics library for simulating articulated biomechanical and mechanical..,,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
42,MuJoCo playground,google-deepmind/mujoco_playground/,ml,https://playground.mujoco.org/,,,,28.0,https://github.com/google-deepmind/mujoco_playground/,Apache-2.0,2026-08-07 15:14:05.926000,2026-08-06 23:06:23,12,344.0,97.0,2135.0,An open-source library for GPU-accelerated robot learning and sim-to-real transfer.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
43,JSBSim,JSBSim-Team/jsbsim,physics,https://github.com/JSBSim-Team/jsbsim,,,,77.0,https://github.com/JSBSim-Team/jsbsim,LGPL-2.1,2017-12-17 20:18:32,2026-05-17 14:17:39,12,573.0,48.0,2052.0,An open source flight dynamics & control software library.,,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
44,Gym Pybullet Drones,utiasDSL/gym-pybullet-drones,aerial,https://utiasdsl.github.io/gym-pybullet-drones/,,,,25.0,https://github.com/utiasDSL/gym-pybullet-drones,MIT,2020-08-10 07:38:09,2026-03-26 14:10:51,12,534.0,112.0,1936.0,PyBullet Gymnasium environments for single and multi-agent reinforcement learning of quadcopter control.,,,,,,,,,True,1.0,,[],,,,,,,,,,,,,
45,RotorS,ethz-asl/rotors_simulator,aerial,https://github.com/ethz-asl/rotors_simulator,,,,49.0,https://github.com/ethz-asl/rotors_simulator,mit,2014-03-18 15:02:10,2024-07-15 13:12:46,12,786.0,174.0,1477.0,RotorS is a UAV gazebo simulator.,,,,,,,,,True,1.0,,[],,,,,,,,,,,,,
46,Astrobee,NASA/astrobee,space,https://github.com/NASA/astrobee,,,,22.0,https://github.com/NASA/astrobee,Apache-2.0,2017-08-29 23:16:13,2025-12-02 17:42:45,12,360.0,25.0,1258.0,NASA Astrobee Robot Software.,,,,,,,,,True,1.0,,,,,,,,,,,,,,,
47,MetaDrive,metadriverse/metadrive/,ml,https://metadriverse.github.io/metadrive-simulator/,,,,21.0,https://github.com/metadriverse/metadrive/,Apache-2.0,2021-08-28 08:42:42,2025-08-15 18:57:56,12,182.0,102.0,1159.0,MetaDrive: Lightweight driving simulator for everyone.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
48,Gazebo,gazebosim/gz-sim,robotics,https://gazebosim.org/home,,,,193.0,https://github.com/gazebosim/gz-sim,Apache-2.0,2020-04-15 09:17:50,2025-03-13 21:00:04,12,297.0,402.0,827.0,Open source robotics simulator. The latest version of Gazebo.,,,,,,,,,True,2.0,https://gazebosim.org/api/sim/9/,,,,,,,,,,,,,,
49,Cosys-AirSim,Cosys-Lab/Cosys-AirSim,aerial,https://cosys-lab.github.io/Cosys-AirSim/,,,,268.0,https://github.com/Cosys-Lab/Cosys-AirSim,mit,2022-08-22 09:24:58,2026-07-17 07:59:01,12,131.0,50.0,390.0,"AirSim is a simulator for drones, cars and more, built on Unreal Engine. We expand it with new implementations and..",,,,,,,,,True,1.0,,,,,,,,,,,,,,,
50,K-Sim,kscalelabs/ksim,ml,https://docs.kscale.dev/docs/ksim,ksim,,,9.0,https://github.com/kscalelabs/ksim,MIT,2024-06-01 07:42:02.747000,2025-08-18 11:20:00,12,26.0,23.0,191.0,RL training library for humanoid locomotion and manipulation. Built on top of MuJoCo and JAX.,https://pypi.org/project/ksim,2025-08-18 11:20:00,2025-08-18 11:20:00,0.2.10,83.0,,133.0,133.0,True,2.0,,,,,,,,,,,,,,,
51,HoloOcean,byu-holoocean/HoloOcean,maritime,https://byu-holoocean.github.io/holoocean-docs/,,,,11.0,,MIT and Unreal Engine EULA,2020-10-04,2020-10-04,12,47.0,20.0,98.0,"A UE5 based simulator for marine perception and autonomy, with multi-agent communications and many common underwater..",,,2026-02-05,2.3.0,8.0,,,,True,1.0,,,,,,,,,https://byu-holoocean.github.io/holoocean-docs/,2026-02-05,2026-02-05,200.0,163.0,,
52,Unity Robotics Hub,Unity-Technologies/Unity-Robotics-Hub,robotics,https://github.com/Unity-Technologies/Unity-Robotics-Hub,,,,13.0,https://github.com/Unity-Technologies/Unity-Robotics-Hub,Apache-2,2020-09-24 17:23:13,2024-11-26 12:02:53,11,462.0,55.0,2476.0,"Central repository for tools, tutorials, resources, and documentation for robotics simulation in Unity.",,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
53,Roboschool,openai/roboschool,robotics,https://blog.openai.com/roboschool/,,,,9.0,https://github.com/openai/roboschool,mit,2017-05-15 22:17:09,2023-04-02 11:37:04,11,487.0,83.0,2148.0,"DEPRECATED: Open-source software for robot simulation, integrated with OpenAI Gym.",,,,,,,,,False,2.0,,,,,,,,,,,,,,,
54,Flightmare,uzh-rpg/flightmare,aerial,https://uzh-rpg.github.io/flightmare/,,,,7.0,https://github.com/uzh-rpg/flightmare,MIT,2020-07-14 12:40:25,2024-06-14 15:36:57,11,395.0,128.0,1332.0,An Open Flexible Quadrotor Simulator.,,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
55,ESMINI,esmini/esmini,auto,https://github.com/esmini/esmini,,,,94.0,https://github.com/esmini/esmini,MPL-2,2019-05-03 07:49:16,2024-08-16 14:04:48,11,211.0,146.0,743.0,a basic OpenSCENARIO player.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
56,Sapien,haosulab/SAPIEN,ml,https://sapien.ucsd.edu/,,250.0,250.0,20.0,https://github.com/haosulab/SAPIEN,,2020-03-16 01:11:40,2025-09-16 18:22:48,11,60.0,69.0,688.0,SAPIEN Embodied AI Platform.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
57,UUV Simulator,uuvsimulator/uuv_simulator,maritime,https://uuvsimulator.github.io/,,,,21.0,https://github.com/uuvsimulator/uuv_simulator,apache-2,2016-07-13 11:21:05,2023-08-08 15:18:36,11,354.0,116.0,631.0,Gazebo/ROS packages for underwater robotics simulation.,,,,,,,,,False,1.0,,,,,,,,,,,,,,,
58,Holodeck,BYU-PCCL/holodeck,ml,https://github.com/BYU-PCCL/holodeck,,10.0,10.0,20.0,https://github.com/BYU-PCCL/holodeck,MIT,2016-10-07 22:12:04,2022-02-19 05:41:14,11,42.0,50.0,582.0,High Fidelity Simulator for Reinforcement Learning and Robotics Research.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
59,robo-gym,jr-robotics/robo-gym,ml,https://github.com/jr-robotics/robo-gym,,10.0,10.0,11.0,https://github.com/jr-robotics/robo-gym,MIT,2020-04-03 13:29:26,2025-07-22 15:01:43,11,77.0,12.0,461.0,An open source toolkit for Distributed Deep Reinforcement Learning on real and simulated robots.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
60,ProcTHOR,allenai/procthor,ml,https://procthor.allenai.org/,,14.0,14.0,7.0,https://github.com/allenai/procthor,Apache-2.0,2022-07-25 20:53:54,2023-04-07 11:02:38,11,32.0,45.0,378.0,Scaling Embodied AI by Procedurally Generating Interactive 3D Houses.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
61,Virtual RobotX,osrf/vrx,maritime,https://github.com/osrf/vrx,,,,38.0,https://github.com/osrf/vrx,Apache-2.0,2020-05-04 20:29:12,2024-01-12 21:01:12,11,177.0,71.0,364.0,Virtual RobotX (VRX) resources.,,,,,,,,,True,1.0,,,,,,,,,,,,,,,
62,Basilisk,AVSLab/basilisk,space,https://github.com/AVSLab/basilisk,,,,123.0,https://github.com/AVSLab/basilisk,ISC,2022-12-13 01:59:21,2026-07-29 09:12:24,11,123.0,81.0,359.0,Astrodynamics simulation framework.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
63,Colosseum,CodexLabsLLC/Colosseum,aerial,https://codexlabsllc.github.io/Colosseum/,,,,259.0,https://github.com/CodexLabsLLC/Colosseum,MIT,2022-07-23 10:32:41,2024-08-31 17:07:43,11,111.0,46.0,354.0,Open source simulator for autonomous robotics built on Unreal Engine with support for Unity.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
64,UNav-Sim,open-airlab/UNav-Sim,maritime,https://github.com/open-airlab/UNav-Sim,,,,252.0,https://github.com/open-airlab/UNav-Sim,MIT,2023-02-22 15:10:24,2025-05-02 12:55:48,11,30.0,5.0,315.0,Visually Realistic Underwater Robotics Simulator UNav-Sim.,,,,,,,,,True,1.0,,,,,,,,,,,,,,,
65,PhysX SDK (legacy),NVIDIAGameWorks/PhysX,physics,https://nvidia-omniverse.github.io/PhysX/,,,,3.0,https://github.com/NVIDIAGameWorks/PhysX,NVIDIA Omniverse License Agreement,2018-12-05 14:30:22,2023-09-05 08:32:01,10,843.0,330.0,3530.0,NVIDIA PhysX SDK.,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
66,SVL Simulator,lgsvl/simulator,auto,https://github.com/lgsvl/simulator,,,,46.0,https://github.com/lgsvl/simulator,,2018-07-02 22:07:26,2023-04-04 21:17:55,10,780.0,629.0,2293.0,A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles.,,,,,,,,,False,3.0,,,,,,,,,,,,,,,
67,DexterousHands,PKU-MARL/DexterousHands,domain,https://github.com/PKU-MARL/DexterousHands,,5.0,5.0,9.0,https://github.com/PKU-MARL/DexterousHands,Apache-2.0,2022-03-30 01:29:41,2025-02-18 13:47:57,10,124.0,36.0,1025.0,This is a library that provides dual dexterous hand manipulation tasks through Isaac Gym.,,,,,,,,,True,1.0,,,,,,,,,,,,,,,
68,Unity Rendering Plugin,Unity-Technologies/NativeRenderingPlugin,render,https://docs.unity3d.com/Manual/NativePluginInterface.html,,,,13.0,https://github.com/Unity-Technologies/NativeRenderingPlugin,MIT,2019-09-03 06:35:55,2025-05-07 16:09:43,10,189.0,31.0,927.0,C++ Rendering Plugin example for Unity.,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
69,Safe Control Gym,utiasDSL/safe-control-gym,ml,https://www.dynsyslab.org/safe-robot-learning/,,,,20.0,https://github.com/utiasDSL/safe-control-gym,MIT,2021-08-04 22:14:15,2025-11-06 19:47:30,10,160.0,6.0,861.0,PyBullet CartPole and Quadrotor environmentswith CasADi symbolic a priori dynamicsfor learning-based control and RL.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
70,Pegasus Simulator,PegasusSimulator/PegasusSimulator,aerial,https://pegasussimulator.github.io/PegasusSimulator/,,,,6.0,https://github.com/PegasusSimulator/PegasusSimulator,BSD-3-Clause,2023-02-27 08:58:27,2026-04-28 10:01:37,10,177.0,53.0,820.0,A framework built on top of NVIDIA Isaac Sim for simulating drones with PX4 support and much more.,,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
71,PyRep,stepjam/PyRep,ml,https://github.com/stepjam/PyRep,,,,20.0,https://github.com/stepjam/PyRep,MIT,2019-06-26 12:15:58,2024-08-16 12:54:08,10,168.0,28.0,722.0,A toolkit for robot learning research.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
72,LocoMuJoCo,robfiras/loco-mujoco,ml,https://loco-mujoco.readthedocs.io/,,8.0,8.0,15.0,https://github.com/robfiras/loco-mujoco,MIT,2023-06-22 17:23:08,2025-04-17 21:22:02,10,54.0,16.0,660.0,Imitation learning benchmark focusing on complex locomotion tasks using MuJoCo.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
73,OpenRAVE,rdiankov/openrave,robotics,https://openrave.org/,,,,123.0,https://github.com/rdiankov/openrave,Apache-2 and LGPL-3,2012-09-14 05:40:51,2023-04-13 02:31:15,10,317.0,325.0,595.0,"Open Robotics Automation Virtual Environment: An environment for testing, developing, and deploying robotics motion..",,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
74,AWSim,tier4/AWSIM,auto,https://github.com/tier4/AWSIM,,,,36.0,https://github.com/tier4/AWSIM,apache-2,2022-10-14 00:48:24,2024-05-07 08:38:08,10,75.0,35.0,449.0,Open source simulator for self-driving vehicles.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
75,ROS1 Intergration for Unreal 4,code-iai/ROSIntegration,robotics,https://github.com/code-iai/ROSIntegration,,,,33.0,https://github.com/code-iai/ROSIntegration,MIT,2017-08-17 19:46:51,2025-02-11 10:10:58,10,143.0,55.0,447.0,Unreal Engine Plugin to enable ROS Support.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
76,mvsim,MRPT/mvsim,flatsim,https://github.com/MRPT/mvsim,,,,9.0,https://github.com/MRPT/mvsim,BSD-3-Clause,2014-08-10 00:24:05,2026-07-17 21:16:16,10,58.0,6.0,409.0,Vehicle and mobile robotics simulator. C++ & Python API. Use it as a standalone application or via ROS 1 or ROS 2.,,,,,,,,,True,2.0,https://mvsimulator.readthedocs.io/,[],,,,,,,,,,,,,
77,Morse,morse-simulator/morse,robotics,http://morse-simulator.github.io/,,,,59.0,https://github.com/morse-simulator/morse,OFL-1.1,2010-08-23 14:41:06,2022-05-13 00:19:02,10,157.0,104.0,370.0,The Modular OpenRobots Simulation Engine.,,,,,,,,,False,2.0,,,,,,,,,,,,,,,
78,ARGoS,ilpincy/argos3,robotics,https://www.argos-sim.info/,,,,25.0,https://github.com/ilpincy/argos3,MIT,2012-11-05 19:07:02,2025-05-03 19:23:32,10,126.0,32.0,299.0,"A parallel, multi-engine simulator for heterogeneous swarm robotics.",,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
79,rotorpy,spencerfolk/rotorpy,aerial,https://github.com/spencerfolk/rotorpy,,,,10.0,https://github.com/spencerfolk/rotorpy,MIT,2024-08-17 06:41:31.744000,2026-08-23 19:28:22,10,62.0,8.0,294.0,A multirotor simulator with aerodynamics for education and research.,,,,,,,,,True,2.0,,[],,,,,,,,,,,,,
80,DAVE,Field-Robotics-Lab/dave,maritime,https://field-robotics-lab.github.io/dave.doc/,,,,25.0,https://github.com/Field-Robotics-Lab/dave,Apache-2.0,2019-10-02 23:45:04,2024-08-19 01:00:35,10,81.0,35.0,270.0,Project DAVE.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
81,Fly Craft,GongXudong/fly-craft,aerial,https://github.com/GongXudong/fly-craft,flycraft,4.0,4.0,1.0,https://github.com/GongXudong/fly-craft,MIT,2024-03-09 07:37:07,2025-12-30 03:54:49,10,2.0,,98.0,An efficient goal-conditioned reinforcement learning environment for fixed-wing UAV velocity vector control based on..,https://pypi.org/project/flycraft,2025-12-30 03:54:49,2025-12-30 03:54:49,0.2.0,20.0,,75.0,75.0,True,2.0,,,2.0,,,,,,,,,,,,
82,jMAVSim,PX4/jMAVSim,aerial,https://github.com/PX4/jMAVSim,,,,29.0,https://github.com/PX4/jMAVSim,BSD-3-Clause,2015-06-13 23:11:25,2022-05-30 19:05:31,10,205.0,15.0,69.0,Simple multirotor simulator with MAVLink protocol support.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
83,TPE (part of gz-physics),gazebosim/gz-physics,physics,https://gazebosim.org/,,,,62.0,https://github.com/gazebosim/gz-physics,Apache-2.0,2020-04-15 09:18:03,2025-03-14 00:44:43,10,44.0,76.0,64.0,Abstract physics interface designed to support simulation and rapid development of robot applications.,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
84,gym-softrobot,skim0119/gym-softrobot/,domain,https://github.com/skim0119/gym-softrobot/,gym-softrobot,2.0,2.0,3.0,https://github.com/skim0119/gym-softrobot/,MIT,2022-01-11 19:38:18,2025-02-15 21:51:30,10,5.0,4.0,31.0,Softrobotics environment package for OpenAI Gym.,https://pypi.org/project/gym-softrobot,2025-02-15 21:51:30,2025-02-15 21:43:39,0.2.0,14.0,,100.0,100.0,True,1.0,,,,,,,,,,,,,,,
85,Gibson,StanfordVL/GibsonEnv,ml,http://gibsonenv.stanford.edu/,,,,9.0,https://github.com/StanfordVL/GibsonEnv,MIT,2017-12-18 20:12:35,2024-04-15 12:20:11,9,146.0,49.0,919.0,Gibson Environments: Real-World Perception for Embodied Agents.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
86,Panda-Gym,qgallouedec/panda-gym,domain,https://github.com/qgallouedec/panda-gym,,,,9.0,https://github.com/qgallouedec/panda-gym,MIT,2020-09-13 18:13:39,2024-07-23 07:27:41,9,135.0,10.0,765.0,Set of robotic environments based on PyBullet physics engine and gymnasium.,,,,,,,,,True,2.0,,,,,,,,https://panda-gym.readthedocs.io/en/latest/,,,,,,,
87,Aerial Gym Simulator,ntnu-arl/aerial_gym_simulator,aerial,https://ntnu-arl.github.io/aerial_gym_simulator/,,,,4.0,https://github.com/ntnu-arl/aerial_gym_simulator,BSD-3-Clause,2023-04-04 20:48:46,2026-06-28 18:57:09,9,120.0,17.0,751.0,Aerial Gym Simulator - Isaac Gym Simulator for Aerial Robots.,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
88,PyBullet Gym,benelot/pybullet-gym,ml,https://pybullet.org/,,,,14.0,https://github.com/benelot/pybullet-gym,MIT,2018-01-05 12:35:57,2021-10-16 08:35:41,9,108.0,35.0,680.0,Open-source implementations of OpenAI Gym MuJoCo environments for use with the OpenAI Gym Reinforcement Learning..,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
89,Ros2 For Unity,RobotecAI/ros2-for-unity,robotics,https://github.com/RobotecAI/ros2-for-unity,,,,12.0,https://github.com/RobotecAI/ros2-for-unity,Apache-2.0,2021-08-19 12:52:18,2025-11-24 08:11:58,9,79.0,44.0,617.0,High-performance ROS2 solution for Unity3D.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
90,RoboCasa,robocasa/robocasa,ml,https://robocasa.ai/,,,,6.0,https://github.com/robocasa/robocasa,mit,2024-06-01 11:28:47.725000,2024-09-18 17:42:45,9,39.0,12.0,535.0,RoboCasa: Large-Scale Simulation of Everyday Tasks for Generalist Robots.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
91,FlightGoggles,mit-aera/FlightGoggles,aerial,https://flightgoggles.mit.edu/,,,,9.0,https://github.com/mit-aera/FlightGoggles,MIT,2017-04-02 21:14:31,2024-04-01 14:38:14,9,99.0,22.0,400.0,A framework for photorealistic hardware-in-the-loop agile flight simulation using Unity3D and ROS. Developed by MIT..,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
92,OmniIsaacGymEnvs,isaac-sim/OmniIsaacGymEnvs,ml,https://github.com/isaac-sim/OmniIsaacGymEnvs,,,,6.0,https://github.com/isaac-sim/OmniIsaacGymEnvs,,2022-06-01 05:16:34,2024-06-06 20:11:32,8,213.0,119.0,841.0,Reinforcement Learning Environments for Omniverse Isaac Gym.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
93,Gymfc,wil3/gymfc/,aerial,http://wfk.io/neuroflight/,,,,1.0,https://github.com/wil3/gymfc/,MIT,2018-04-10 17:11:12,2021-10-07 16:59:11,8,105.0,9.0,440.0,A universal flight control tuning framework.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
94,RaiSim,raisimTech/raisimlib,physics,https://raisim.com/,,,,17.0,https://github.com/raisimTech/raisimlib,Proprietary Software License,2020-09-06 01:58:59,2025-12-14 09:28:21,8,108.0,59.0,405.0,Visit www.raisim.com.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
95,Graspit!,graspit-simulator/graspit,domain,https://github.com/graspit-simulator/graspit,,,,25.0,https://github.com/graspit-simulator/graspit,,2015-10-21 23:24:38,2021-04-19 20:49:02,8,87.0,36.0,218.0,The GraspIt! simulator.,,,,,,,,,True,2.0,,,,,,,,,,,,,,,
96,Arnold,arnold-benchmark/arnold,ml,https://arnold-benchmark.github.io/,,,,3.0,https://github.com/arnold-benchmark/arnold,MIT,2023-04-10 03:41:38,2025-03-16 18:21:08,8,16.0,8.0,186.0,[ICCV 2023] ARNOLD: Language-Grounded Robot Manipulation with Continuous Object States in Realistic 3D Scenes.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
97,CrazyS,gsilano/CrazyS,aerial,https://github.com/gsilano/CrazyS,,,,2.0,https://github.com/gsilano/CrazyS,Apache-2.0,2018-02-20 14:42:23,2022-08-11 14:59:13,8,85.0,10.0,179.0,"CrazyS is an extension of the ROS package RotorS, aimed to modeling, developing and integrating the Crazyflie 2.0.",,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
98,ODE,thomasmarsh/ODE,physics,http://www.ode.org/,,,,34.0,https://github.com/thomasmarsh/ODE,gnu-gpl and BSD-3-clause,2017-05-01 14:50:07,2024-01-17 15:31:06,8,37.0,1.0,148.0,Open Dynamics Engine (ODE) github mirror from https://bitbucket.org/odedevs/ode.,,,,,,,,,True,3.0,,[],,,,,,,,,,,,,
99,UWSim,uji-ros-pkg/underwater_simulation,maritime,https://www.irs.uji.es/uwsim/wiki/index.php?title=Installing_UWSim,,,,25.0,https://github.com/uji-ros-pkg/underwater_simulation,GNU-gpl,2013-04-08 16:49:12,2022-05-27 01:45:56,8,65.0,20.0,111.0,"UWSim-NET, the Underwater Simulator.",,,,,,,,,False,2.0,,,,,,,,,,,,,,,
100,Flatland,avidbots/flatland,flatsim,https://flatland-simulator.readthedocs.io/,,,,14.0,https://github.com/avidbots/flatland,BSD-3-Clause,2017-08-15 16:22:15,2024-12-11 21:07:30,8,65.0,16.0,108.0,A 2D robot simulator for ROS.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
101,Flightgear,,aerial,https://www.flightgear.org/,,,,,,gnu-gpl2,2015-03-04 07:33:36,2015-03-04 07:33:36,8,80.0,232.0,78.0,FlightGear open-source flight simulator [flightgear.org](https://www.flightgear.org).,,,,,0.0,,,,True,3.0,,[],,,,,,,,,,,388.0,flightgear/flightgear,https://gitlab.com/flightgear/flightgear
102,Freefloating,freefloating-gazebo/freefloating_gazebo,maritime,https://github.com/freefloating-gazebo/freefloating_gazebo,,,,8.0,https://github.com/freefloating-gazebo/freefloating_gazebo,MIT,2014-04-24 14:38:59,2019-12-02 08:56:22,8,53.0,,76.0,A Gazebo plugin to simulate underwater vehicles and visualize with UWsim.,,,,,,,,,False,2.0,,,,,,,,,,,,,,,
103,Robwork,,robotics,http://robwork.dk/,,,,,,apache-2,2016-04-07 10:41:55,2016-04-07 10:41:55,8,60.0,17.0,33.0,"RobWork is a collection of C++ libraries for simulation and control of robot systems, see http://robwork.dk To get..",,,,,0.0,,,,True,3.0,,,,,,,,,,,,,94.0,sdurobotics/RobWork,https://gitlab.com/sdurobotics/RobWork
104,Deepdrive,deepdrive/deepdrive,ml,https://deepdrive.io/,,,,6.0,https://github.com/deepdrive/deepdrive,,2017-11-21 17:28:45,2023-10-03 21:34:17,7,147.0,39.0,871.0,Deepdrive is a simulator that allows anyone with a PC to push the state-of-the-art in self-driving.,,,,,,,,,True,3.0,,,,,,,,,,,,,,,
105,BSK-RL,AVSLab/bsk_rl,space,https://avslab.github.io/bsk_rl/,,,,10.0,https://github.com/AVSLab/bsk_rl,MIT,2024-10-09 05:48:53.534000,2026-06-17 20:48:47,7,16.0,26.0,116.0,"RL environments and tools for spacecraft autonomy research, built on Basilisk. Developed by the AVS Lab.",,,,,,,,,True,2.0,,,,,,,,,,,,,,,
106,UWSim-NET,uji-ros-pkg/underwater_simulation,maritime,https://github.com/uji-ros-pkg/underwater_simulation,,,,25.0,https://github.com/uji-ros-pkg/underwater_simulation,,2013-04-08 16:49:12,2022-05-27 01:45:56,7,65.0,20.0,111.0,"UWSim-NET, the Underwater Simulator.",,,,,,,,,False,3.0,,,,,,,,,,,,,,,
